shipment_id,ship_date,delivery_date,weight_kg,shipping_cost,distance_km,carrier,service_level,is_insured,requires_signature,status,destination_region,special_instructions
Premium Asset #4612,12/24/2025,,250.87,197.45,3443.77,Fedex,Express,YES,YES,lost,South,Keep Refrigerated 270
Professional Document #4613,2026-01-03,08/02/2026,840.24,91.50,1994.66,Correios,Economy,True,0,returned,International,Handle with Care 248
Advanced Item #4614,20251226,08/09/2025,806.15,141.44,4199.73,DHL,Economy,YES,false,returned,International,
Enterprise Record #4615,2025/06/21,20250507,331.21,50.90,3140.48,Correios,Economy,Y,Y,returned,South,
Advanced Document #4616,01/06/2026,20250313,879.78,258.88,"3,814.44",DHL,Same-Day,F,YES,delayed,Midwest,
Enterprise Item #4617,2025/09/19,20260104,319.16,239.21,2265.27,Correios,Standard,não,false,in_transit,International,
Premium Record #4618,20251108,20250117,186.36,334.11,396.42,Own Fleet,Standard,False,F,delivered,Northeast,Leave at Door 97
Advanced Entry #4619,04/12/2025,2025/09/16,488.21,451.51,4089.80,Fedex,Economy,não,0,lost,Midwest,
Advanced Product #4620,2025-07-02,,113.78,63.99,1180.92,Own Fleet,Economy,yes,sim,delayed,Northeast,Keep Refrigerated 970
Professional Resource #4621,2025-12-02,2025/04/19,153.20,289.27,2131.20,Correios,Standard,1,1,delayed,Southeast,Handle with Care 54
Enterprise Record #4622,01/03/2026,12/04/2025,217.02,144.97,132.32,Local Courier,Express,T,Y,delivered,International,
Professional Record #4623,20260207,17/04/2025,971.37,161.92,2913.43,Fedex,Same-Day,N,True,returned,International,
Custom Entry #4624,2025-02-20,18/06/2025,283.48,228.68,"2,195.26",Correios,Same-Day,1,false,delayed,Southeast,
Standard Item #4625,20250709,30/10/2025,194.72,48.49,3578.67,Own Fleet,Economy,yes,1,returned,Midwest,Handle with Care 635
Custom Item #4626,2025-12-11,02/16/2025,42.71,200.19,3957.96,Own Fleet,Standard,NO,1,in_transit,Northeast,
Basic Entry #4627,07/20/2025,12/21/2025,456.76,161.95,556.32,Local Courier,Economy,F,no,lost,International,Keep Refrigerated 293
Basic Service #4628,20250420,20250308,757.88,187.01,"4,324.02",Correios,Economy,false,YES,in_transit,International,Fragile 859
Premium Document #4629,2025/10/16,14/10/2025,105.52,238.55,352.48,Own Fleet,Standard,Y,F,in_transit,International,Handle with Care 840
Professional Document #4630,20250309,2025-07-13,617.99,491.65,"1,421.25",Fedex,Economy,0,no,returned,North,
Custom Record #4631,01/10/2026,,383.73,360.93,4765.20,DHL,Standard,Y,false,delivered,Midwest,
Enterprise Record #4632,20250420,2025-05-16,542.91,106.24,1380.36,Correios,Economy,F,no,in_transit,South,
Professional Service #4633,20260109,,691.44,356.79,3392.35,Own Fleet,Same-Day,Y,NO,lost,North,
Advanced Resource #4634,24/07/2025,,218.21,411.98,2045.70,Local Courier,Express,1,true,delivered,Northeast,Fragile 930
Custom Resource #4635,2026-01-24,2025-06-05,7.32,77.06,4762.65,Own Fleet,Same-Day,no,YES,lost,Northeast,
Advanced Service #4636,20250404,2025/07/09,277.63,192.18,1463.64,Fedex,Same-Day,true,não,delayed,Midwest,Fragile 827
Enterprise Service #4637,20250201,04/03/2025,658.41,278.74,4898.72,Correios,Same-Day,Y,1,returned,Midwest,
Enterprise Resource #4638,2025-05-10,20251120,333.58,437.31,955.68,Correios,Express,true,0,returned,International,
Enterprise Item #4639,09/07/2025,2025-10-27,760.02,294.71,4777.84,Local Courier,Standard,True,N,returned,International,
Standard Resource #4640,25/04/2025,2025/10/11,792.90,49.52,"2,946.41",Own Fleet,Economy,N,no,delivered,North,Handle with Care 673
Standard Document #4641,11/29/2025,20250307,906.71,401.52,4730.41,Correios,Same-Day,yes,True,returned,International,Keep Refrigerated 367
Standard Asset #4642,01/08/2025,25/12/2025,983.03,339.82,4312.61,Fedex,Economy,Y,F,lost,South,
Professional Service #4643,2025-04-18,,35.87,309.23,"4,104.47",DHL,Standard,T,yes,in_transit,,Leave at Door 116
Advanced Item #4644,2025-12-10,,902.87,61.73,"4,869.23",Fedex,Same-Day,sim,N,delivered,International,Handle with Care 67
Professional Service #4645,01/05/2026,01/11/2025,713.50,164.04,4530.66,DHL,Same-Day,Y,YES,in_transit,Southeast,
Standard Resource #4646,11/25/2025,20250421,387.33,151.98,4541.23,Fedex,Same-Day,False,sim,lost,International,Fragile 800
Enterprise Document #4647,2025/07/07,2025-12-31,101.30,416.15,1889.79,Own Fleet,Economy,NO,no,delayed,South,Keep Refrigerated 670
Advanced Entry #4648,2025-09-11,20250605,387.26,30.16,376.77,Fedex,Economy,True,0,in_transit,Southeast,Leave at Door 319
Premium Document #4649,20251014,04/06/2025,457.36,49.81,3954.20,Fedex,Standard,False,False,delayed,South,Handle with Care 243
Custom Item #4650,20251001,20250920,958.56,499.73,1975.85,Fedex,Standard,0,F,in_transit,North,
Custom Product #4651,01/15/2026,2025-03-07,378.63,251.19,4445.94,Local Courier,Express,N,0,lost,Southeast,
Enterprise Record #4652,20260123,11/13/2025,587.25,297.24,582.12,DHL,Economy,YES,false,delayed,Southeast,Fragile 220
Standard Entry #4653,11/09/2025,20250217,287.24,285.91,2408.41,DHL,Express,0,no,lost,Midwest,
Custom Service #4654,22/01/2026,20260110,651.90,449.05,1963.60,Fedex,Standard,YES,NO,in_transit,South,Leave at Door 485
Basic Document #4655,2025-02-12,20260104,12.01,478.53,554.89,Local Courier,Same-Day,T,yes,delayed,Northeast,Fragile 187
Advanced Document #4656,25/04/2025,,354.65,270.47,298.32,Local Courier,Standard,false,0,in_transit,South,Leave at Door 256
Professional Asset #4657,20251010,2026/01/26,573.19,393.79,449.45,DHL,Economy,Y,false,lost,Midwest,Leave at Door 770
Standard Item #4658,2025/08/29,2026-01-05,567.35,433.21,2506.11,Local Courier,Economy,não,F,delivered,Midwest,Keep Refrigerated 767
Custom Product #4659,2025-01-05,2026-01-25,513.04,394.66,4892.88,Fedex,Same-Day,Y,0,returned,Southeast,
Custom Asset #4660,2026/01/28,2025-10-10,434.28,359.41,4331.94,Fedex,Standard,1,1,in_transit,Northeast,
Enterprise Record #4661,06/29/2025,27/12/2025,271.02,250.19,3552.23,Correios,Economy,False,sim,in_transit,Southeast,Leave at Door 575
Professional Entry #4662,20250105,,303.09,351.41,2219.69,Fedex,Standard,1,no,delayed,South,
Standard Document #4663,21/09/2025,20250123,14.15,23.29,4500.20,Local Courier,Standard,false,true,delayed,South,
Professional Asset #4664,10/06/2025,,728.05,124.81,"4,844.00",Own Fleet,Standard,true,N,returned,South,
Basic Resource #4665,2026-01-24,,976.65,171.97,3789.84,DHL,Economy,Y,não,delayed,Southeast,
Custom Document #4666,2025/07/26,10/02/2025,597.49,61.07,1386.51,Correios,Same-Day,false,false,delayed,Northeast,Handle with Care 681
Enterprise Asset #4667,19/08/2025,2026/02/02,198.51,100.48,3676.65,Correios,Express,0,YES,lost,International,
Premium Resource #4668,2025-09-01,20250617,126.57,321.53,964.51,Fedex,Economy,N,F,lost,Southeast,Fragile 136
Custom Document #4669,2025/04/11,,553.14,241.72,761.30,Fedex,Standard,0,no,returned,Southeast,
Standard Item #4670,20250925,2025-07-17,123.34,381.07,"1,859.23",Correios,Same-Day,F,T,in_transit,Northeast,
Enterprise Item #4671,02/08/2026,,828.77,408.38,4991.04,Correios,Express,Y,NO,delivered,Northeast,
Custom Record #4672,2025-06-20,,726.84,442.60,"1,674.35",Own Fleet,Same-Day,F,true,returned,International,
Advanced Service #4673,02/16/2025,,499.20,144.21,886.05,Own Fleet,Economy,0,false,in_transit,Midwest,
Premium Document #4674,2025-03-10,2025-01-07,354.74,47.54,"2,359.85",Own Fleet,Same-Day,não,1,in_transit,Northeast,
Standard Document #4675,2025-01-14,08/08/2025,740.11,148.84,1103.35,Own Fleet,Economy,False,false,delivered,Midwest,Leave at Door 25
Premium Entry #4676,2025-02-18,,675.84,61.25,1566.15,Correios,Same-Day,False,false,lost,International,
Standard Product #4677,03/13/2025,2025/01/21,134.06,284.07,"4,282.74",Own Fleet,Express,false,Y,delayed,South,
Custom Asset #4678,20250926,06/19/2025,270.05,118.62,"1,307.63",DHL,Economy,NO,sim,returned,Midwest,Fragile 377
Professional Record #4679,30/03/2025,31/01/2026,840.48,269.34,3113.23,Local Courier,Same-Day,N,no,delivered,Southeast,
Premium Document #4680,2025-09-02,17/08/2025,269.46,289.34,1653.04,Correios,Same-Day,F,True,delayed,International,
Premium Service #4681,2025/02/21,20250624,666.00,463.98,843.72,Local Courier,Economy,Y,1,lost,South,
Premium Product #4682,2025-04-24,04/05/2025,286.52,301.85,"3,211.21",Fedex,Standard,NO,não,in_transit,Midwest,Handle with Care 243
Enterprise Entry #4683,08/04/2025,01/12/2025,563.87,176.26,4604.44,DHL,Express,não,yes,lost,International,Fragile 862
Basic Entry #4684,20251207,2025/01/17,426.43,312.50,,Own Fleet,Express,NO,false,delivered,Midwest,Leave at Door 558
Custom Entry #4685,08/17/2025,20250822,292.36,247.64,"3,530.38",Fedex,Express,YES,YES,in_transit,Midwest,Leave at Door 709
Custom Service #4686,12/30/2025,10/13/2025,602.84,311.62,2976.28,Own Fleet,Same-Day,não,T,delayed,Midwest,
Custom Entry #4687,2025/11/08,25/09/2025,952.49,183.59,26.05,Local Courier,Same-Day,no,F,delayed,,
Basic Entry #4688,2025-07-02,2025/09/22,172.00,376.99,"3,323.03",Fedex,Standard,1,T,returned,North,
Advanced Item #4689,04/03/2025,,229.03,365.97,4848.06,DHL,Same-Day,False,no,delayed,North,
Custom Service #4690,10/28/2025,2025-04-19,60.97,171.00,1631.05,DHL,Economy,NO,não,delivered,Midwest,Fragile 476
Professional Document #4691,2026-01-22,01/14/2025,117.69,340.51,2530.32,Local Courier,Express,1,não,delivered,South,Leave at Door 860
Standard Record #4692,20251001,01/02/2025,788.79,157.36,"2,375.53",Correios,Standard,false,não,lost,International,
Premium Asset #4693,2026-01-24,2025-01-09,944.15,173.16,759.68,Fedex,Express,sim,Y,in_transit,North,Leave at Door 215
Premium Product #4694,05/04/2025,,902.15,62.03,634.18,Fedex,Express,YES,não,delivered,Southeast,
Custom Entry #4695,01/23/2026,2025/08/01,28.26,29.10,418.89,Local Courier,Same-Day,N,True,lost,North,
Premium Document #4696,2025/07/28,2025/08/18,524.08,126.09,4342.06,Local Courier,Express,false,no,delivered,Northeast,
Basic Product #4697,09/02/2026,,725.66,495.12,"1,975.70",Correios,Same-Day,N,F,in_transit,International,
Custom Asset #4698,20250928,,940.20,11.05,3482.03,Fedex,Express,sim,Y,delayed,South,
Advanced Service #4699,06/01/2026,25/10/2025,198.11,382.33,2886.32,DHL,Economy,false,yes,delayed,North,Leave at Door 766
Basic Service #4700,15/04/2025,18/10/2025,235.58,138.69,510.57,Own Fleet,Express,sim,não,delayed,Southeast,Handle with Care 958
Premium Resource #4701,06/11/2025,2025-06-28,234.82,241.23,"1,237.44",Own Fleet,Express,YES,T,in_transit,International,
Standard Asset #4702,27/01/2026,07/06/2025,682.44,110.45,3536.90,DHL,Standard,false,1,delivered,South,
Enterprise Product #4703,2025/03/16,2025/01/05,111.55,189.94,4629.89,Own Fleet,Express,no,T,delivered,Northeast,
Standard Document #4704,04/02/2025,14/02/2026,,67.17,"2,014.40",Fedex,Same-Day,0,não,delayed,Midwest,
Professional Document #4705,01/19/2026,,976.79,477.21,3881.97,DHL,Express,0,True,delivered,Southeast,
Basic Asset #4706,07/30/2025,17/02/2025,830.61,185.46,74.23,Correios,Standard,True,não,returned,South,
Enterprise Entry #4707,2025-05-10,2025-07-29,725.97,103.96,2157.86,Local Courier,Same-Day,YES,F,delayed,Northeast,
Custom Item #4708,2025/10/14,04/11/2025,668.32,281.98,"2,583.81",Correios,Economy,True,YES,returned,Northeast,Fragile 946
Basic Resource #4709,2025-09-16,2025/12/01,51.78,285.07,1745.36,Own Fleet,Same-Day,true,NO,returned,Midwest,
Enterprise Entry #4710,04/04/2025,2025/10/09,852.32,137.70,3886.08,Local Courier,Same-Day,yes,N,delayed,North,
Enterprise Document #4711,22/02/2025,2025/06/05,995.38,414.30,1205.06,DHL,Standard,True,YES,returned,International,
Enterprise Service #4712,10/09/2025,20250120,490.35,68.96,"4,089.32",Own Fleet,Same-Day,Y,no,returned,International,
Custom Service #4713,20250501,2025-09-23,696.65,225.45,4048.63,DHL,Standard,yes,1,delivered,North,Keep Refrigerated 289
Premium Entry #4714,20260119,2025/11/18,48.51,467.73,149.20,Local Courier,Economy,N,true,returned,Midwest,Handle with Care 417
Premium Product #4715,20250413,2025-12-01,927.39,291.92,3058.09,Fedex,Standard,T,T,in_transit,Northeast,
Standard Item #4716,20250118,19/11/2025,566.39,263.67,1047.44,Fedex,Express,True,yes,delayed,Southeast,Keep Refrigerated 297
Advanced Item #4717,20251220,,429.40,274.63,4615.82,Correios,Express,Y,N,in_transit,Northeast,
Custom Record #4718,31/01/2025,20250429,375.09,313.87,3952.42,Fedex,Express,YES,Y,delayed,Northeast,Handle with Care 141
Advanced Service #4719,03/02/2025,09/12/2025,304.36,454.88,1726.38,DHL,Express,sim,sim,in_transit,Southeast,
Advanced Entry #4720,2025-08-06,24/09/2025,901.45,320.09,4205.51,DHL,Standard,sim,no,delivered,North,Leave at Door 688
Basic Item #4721,20250225,07/11/2025,512.32,246.10,4773.08,DHL,Standard,Y,T,in_transit,Northeast,Handle with Care 331
Basic Document #4722,01/11/2025,,280.58,267.89,1408.54,Own Fleet,Express,no,sim,in_transit,Southeast,
Basic Asset #4723,10/03/2025,2025-09-18,756.15,128.83,4618.94,Local Courier,Express,False,True,delayed,Midwest,Fragile 824
Enterprise Record #4724,22/03/2025,20250120,330.53,81.40,4436.85,DHL,Same-Day,F,false,delivered,Midwest,
Standard Record #4725,20251110,,942.54,431.93,3824.87,Own Fleet,Express,no,NO,returned,South,
Standard Entry #4726,01/11/2025,05/02/2025,882.70,272.69,392.38,Own Fleet,Economy,NO,false,delivered,Midwest,
Basic Document #4727,05/23/2025,20/08/2025,737.54,472.05,1404.13,Local Courier,Standard,T,F,lost,South,
Advanced Entry #4728,20260202,2026-01-06,949.78,171.16,1607.57,Own Fleet,Same-Day,YES,no,delayed,South,
Premium Item #4729,2025/07/19,23/01/2025,786.68,219.61,3335.74,Correios,Same-Day,não,T,delayed,South,Leave at Door 268
Advanced Entry #4730,2026-02-08,27/01/2025,170.34,365.55,4092.83,Correios,Standard,N,0,lost,North,
Basic Entry #4731,20250529,2025/08/12,125.45,237.98,3982.67,Own Fleet,Standard,F,sim,in_transit,Southeast,Fragile 30
Basic Product #4732,2026/01/22,31/07/2025,827.21,303.37,3930.11,Local Courier,Express,no,False,lost,South,Leave at Door 221
Enterprise Resource #4733,20250607,20250221,421.67,324.47,996.43,Correios,Standard,1,F,in_transit,South,
Standard Service #4734,27/07/2025,20250804,741.29,317.69,"2,358.40",Correios,Standard,YES,false,returned,International,
Advanced Record #4735,2025-02-04,20251221,994.91,243.98,917.79,Fedex,Standard,0,NO,delayed,Northeast,
Custom Asset #4736,2025-02-24,11/10/2025,372.66,108.47,3071.75,Own Fleet,Standard,False,yes,delivered,Midwest,
Advanced Item #4737,2025/06/19,05/05/2025,814.62,248.61,,Fedex,Standard,true,N,in_transit,Northeast,Fragile 976
Premium Resource #4738,20250620,2025/05/23,9.02,366.16,4898.15,Correios,Economy,não,sim,lost,International,
Professional Asset #4739,2025/02/09,20250629,888.86,418.01,2714.91,Fedex,Standard,N,não,delayed,International,Keep Refrigerated 236
Basic Entry #4740,13/12/2025,2025-02-23,722.06,423.57,2832.19,DHL,Express,NO,no,lost,Southeast,
Premium Entry #4741,09/09/2025,,738.85,236.16,3371.90,Own Fleet,Standard,T,1,delivered,North,
Standard Item #4742,03/05/2025,20251107,513.99,479.32,3367.76,Own Fleet,Standard,NO,N,returned,Midwest,Fragile 739
Professional Service #4743,20250125,23/11/2025,109.81,184.80,,Correios,Same-Day,NO,false,delivered,International,
Advanced Asset #4744,2025/01/22,02/03/2025,36.66,234.24,607.18,Local Courier,Express,yes,True,delivered,Midwest,
Standard Resource #4745,02/10/2025,,468.57,327.87,2026.37,Own Fleet,Express,YES,YES,returned,Northeast,Leave at Door 789
Enterprise Service #4746,02/01/2026,04/20/2025,427.69,97.34,3442.30,DHL,Same-Day,não,False,in_transit,International,Handle with Care 914
Standard Item #4747,07/28/2025,29/12/2025,869.65,156.23,"1,643.12",Correios,Express,true,YES,delivered,Midwest,
Advanced Entry #4748,2025-12-30,20251114,586.40,205.93,2748.70,Own Fleet,Express,false,NO,returned,International,Leave at Door 938
Custom Document #4749,06/29/2025,,98.19,383.12,"3,053.05",Own Fleet,Express,NO,false,returned,Southeast,
Professional Entry #4750,15/08/2025,08/25/2025,985.43,438.87,1290.49,Correios,Express,False,no,delivered,Northeast,Handle with Care 674
Enterprise Asset #4751,20250710,2025-01-04,937.63,393.54,"2,830.02",Correios,Same-Day,YES,1,in_transit,North,
Premium Product #4752,2026/01/08,2025/04/18,789.03,366.79,226.03,Own Fleet,Standard,T,NO,delivered,International,
Enterprise Record #4753,21/10/2025,,402.43,63.47,828.95,Own Fleet,Same-Day,1,1,delivered,South,
Standard Service #4754,11/11/2025,20251221,647.30,195.03,"2,165.51",Local Courier,Express,yes,F,in_transit,Midwest,
Custom Item #4755,20250324,2025/07/26,,314.85,2596.07,Fedex,Economy,True,NO,delayed,North,
Basic Service #4756,2025-11-24,29/07/2025,33.74,467.97,2434.72,Correios,Economy,YES,sim,delivered,Northeast,Fragile 359
Advanced Resource #4757,09/05/2025,2025-09-30,453.49,150.25,"3,929.13",DHL,Express,0,False,delayed,Midwest,
Basic Service #4758,2025/10/22,2025-08-09,18.15,75.41,2747.91,Own Fleet,Same-Day,0,NO,returned,North,Handle with Care 421
Custom Resource #4759,20250429,01/02/2026,888.90,73.68,1857.87,Fedex,Same-Day,N,YES,returned,North,
Custom Document #4760,20260210,06/18/2025,592.81,340.96,"3,586.06",DHL,Express,false,no,in_transit,South,Keep Refrigerated 678
Standard Asset #4761,05/27/2025,,406.14,7.27,,Own Fleet,Express,não,N,delayed,Northeast,
Basic Record #4762,2025/06/26,20250624,54.00,195.90,"3,629.48",DHL,Same-Day,no,Y,in_transit,Midwest,
Professional Record #4763,20250614,25/07/2025,918.56,78.18,2337.24,Correios,Standard,YES,sim,delayed,International,Handle with Care 109
Custom Service #4764,20251212,11/03/2025,514.38,488.49,700.50,Fedex,Same-Day,1,N,returned,Midwest,Handle with Care 190
Advanced Document #4765,03/02/2025,28/04/2025,712.66,487.99,1712.63,DHL,Same-Day,N,não,delayed,Northeast,Handle with Care 249
Premium Entry #4766,20251017,12/06/2025,461.32,132.43,4089.17,Own Fleet,Same-Day,T,False,in_transit,Southeast,Handle with Care 529
Advanced Resource #4767,06/11/2025,20250401,40.72,169.19,2266.11,Own Fleet,Same-Day,false,não,lost,Midwest,
Standard Item #4768,20250525,,43.97,272.60,1759.52,Local Courier,Same-Day,N,no,delivered,Northeast,Fragile 293
Standard Record #4769,2025-11-07,20250706,416.97,219.55,2562.76,Fedex,Economy,false,False,lost,South,Handle with Care 379
Basic Product #4770,20250908,09/03/2025,247.05,349.82,455.42,Own Fleet,Economy,0,1,delayed,Midwest,
Custom Document #4771,2025-01-15,2025/09/22,463.28,69.90,"3,221.01",Local Courier,Express,yes,True,delivered,North,
Custom Resource #4772,01/28/2026,,614.66,301.49,3185.74,Local Courier,Express,N,False,delivered,Northeast,
Premium Resource #4773,2025/10/10,,808.10,454.40,,Local Courier,Same-Day,false,YES,lost,International,
Enterprise Item #4774,02/02/2025,04/08/2025,889.62,442.23,,Fedex,Same-Day,NO,true,returned,Northeast,Fragile 888
Premium Asset #4775,20250724,2025-08-19,311.26,291.91,4940.96,Local Courier,Same-Day,0,NO,delivered,South,
Standard Item #4776,20250416,20260225,761.62,442.97,,Fedex,Economy,1,YES,returned,South,
Enterprise Service #4777,20260125,20250304,42.63,485.93,4312.56,Local Courier,Economy,sim,1,returned,Northeast,
Advanced Service #4778,2025-11-23,20250124,331.61,135.09,626.39,Local Courier,Standard,True,0,returned,South,Leave at Door 173
Advanced Asset #4779,20250312,12/02/2025,698.46,365.56,1727.12,Own Fleet,Same-Day,YES,F,delivered,North,Fragile 526
Advanced Document #4780,2025/11/05,06/17/2025,598.84,161.45,3963.44,DHL,Standard,1,N,lost,Northeast,
Custom Document #4781,23/07/2025,2025-12-04,692.43,247.82,"4,107.39",Local Courier,Standard,NO,F,in_transit,Northeast,
Advanced Service #4782,2025/12/28,2025/02/25,8.14,398.17,4689.34,Local Courier,Economy,yes,sim,returned,Northeast,
Enterprise Service #4783,16/05/2025,2025-12-23,130.65,287.77,"4,497.69",Local Courier,Economy,True,no,in_transit,North,
Standard Item #4784,20250821,2025/05/31,223.76,251.89,243.30,Fedex,Express,N,NO,returned,Midwest,Leave at Door 422
Enterprise Record #4785,10/04/2025,2025-06-28,212.46,459.11,1466.72,DHL,Same-Day,False,yes,delayed,South,
Premium Asset #4786,20250908,20260224,161.16,307.70,"2,080.32",Fedex,Economy,0,True,in_transit,Southeast,Fragile 945
Premium Resource #4787,08/25/2025,01/26/2026,602.31,299.89,3814.22,Fedex,Economy,True,True,delayed,South,
Standard Record #4788,17/09/2025,16/06/2025,69.29,44.62,2541.20,Local Courier,Express,T,sim,in_transit,North,Fragile 669
Standard Record #4789,06/21/2025,20250511,424.38,217.45,865.41,Local Courier,Economy,False,true,in_transit,Midwest,
Standard Service #4790,20250531,08/12/2025,942.68,84.12,683.39,Fedex,Standard,não,Y,in_transit,International,
Standard Resource #4791,2025/01/26,2025/09/12,984.70,95.94,1143.28,DHL,Express,N,yes,delayed,Northeast,Keep Refrigerated 668
Standard Document #4792,2025-06-09,2025/12/16,541.86,350.48,,Local Courier,Express,yes,NO,lost,Southeast,Handle with Care 97
Standard Product #4793,05/01/2025,20250202,190.90,319.78,4385.94,Correios,Economy,NO,YES,delayed,International,
Enterprise Document #4794,2025-06-28,,862.88,9.26,1703.43,Correios,Standard,sim,True,lost,South,Leave at Door 615
Professional Asset #4795,20250629,20/12/2025,479.59,79.75,66.73,Correios,Same-Day,yes,true,in_transit,Southeast,
Enterprise Record #4796,18/05/2025,,476.86,368.56,1740.15,DHL,Economy,False,T,in_transit,Northeast,
Standard Product #4797,04/22/2025,10/29/2025,654.68,99.69,,Local Courier,Standard,N,no,returned,South,
Premium Service #4798,17/10/2025,15/07/2025,889.84,307.67,34.78,Fedex,Express,False,true,delayed,Midwest,Fragile 714
Premium Document #4799,25/12/2025,19/03/2025,407.93,482.24,"2,404.49",Local Courier,Standard,1,sim,delayed,South,
Advanced Entry #4800,2025-08-24,2025-11-24,780.83,10.38,2768.76,Local Courier,Economy,false,F,delayed,Southeast,Leave at Door 980
Premium Resource #4801,20250320,,206.55,239.66,"4,163.74",Correios,Economy,YES,0,in_transit,North,
Professional Resource #4802,15/12/2025,07/13/2025,870.53,410.79,1710.05,Fedex,Same-Day,no,no,delayed,Midwest,
Premium Product #4803,2025-02-07,2025/05/24,11.91,485.48,3420.00,Own Fleet,Same-Day,no,true,delayed,,
Advanced Entry #4804,2025/08/11,15/11/2025,143.04,497.68,3434.21,Correios,Express,NO,F,delayed,Northeast,Keep Refrigerated 903
Basic Document #4805,2025/10/21,20250815,864.45,179.65,"4,526.08",Own Fleet,Economy,yes,True,lost,Midwest,
Advanced Service #4806,20251203,2025/01/19,600.13,163.44,301.00,DHL,Standard,YES,True,lost,South,Leave at Door 335
Enterprise Service #4807,2025/09/25,02/10/2025,772.04,262.46,219.81,Local Courier,Standard,False,1,delayed,North,Keep Refrigerated 930
Professional Record #4808,24/06/2025,2025/06/28,797.62,374.99,2292.58,Local Courier,Same-Day,F,Y,lost,Midwest,Fragile 43
Standard Item #4809,2025/08/23,20250722,788.03,429.61,1528.87,Fedex,Economy,true,True,delivered,Southeast,
Enterprise Product #4810,20251216,2025-02-20,595.23,334.84,4741.84,Local Courier,Express,no,True,lost,Southeast,Handle with Care 294
Standard Item #4811,20250904,23/05/2025,63.52,287.93,1817.13,Local Courier,Standard,sim,sim,lost,International,
Standard Resource #4812,2025-01-11,13/02/2026,469.69,452.42,4419.40,Correios,Same-Day,NO,Y,in_transit,Southeast,
Professional Document #4813,20250508,2025-05-21,704.94,233.07,,Correios,Economy,true,0,in_transit,Midwest,
Basic Entry #4814,2025/03/02,20251027,580.27,164.81,4419.31,Fedex,Economy,0,1,delivered,Midwest,
Premium Resource #4815,2025-11-13,2025-01-16,794.35,294.57,653.28,Correios,Same-Day,false,True,lost,International,
Professional Document #4816,20251126,06/12/2025,961.20,76.22,"1,003.60",Fedex,Economy,T,T,in_transit,International,Handle with Care 515
Standard Item #4817,02/05/2026,20250724,618.84,278.77,3012.66,Local Courier,Express,sim,sim,delayed,Midwest,
Advanced Asset #4818,10/18/2025,01/06/2025,293.80,162.26,184.36,Correios,Same-Day,NO,yes,in_transit,North,Handle with Care 304
Basic Item #4819,2025/09/05,2025-08-10,850.88,342.34,4000.53,DHL,Economy,0,0,in_transit,Midwest,Keep Refrigerated 929
Enterprise Asset #4820,2025-06-21,10/09/2025,460.73,65.48,182.75,Own Fleet,Same-Day,NO,True,delayed,Midwest,
Basic Service #4821,31/12/2025,02/09/2026,202.71,6.80,745.74,Own Fleet,Economy,true,F,in_transit,Northeast,
Advanced Resource #4822,20251228,08/05/2025,210.33,175.55,803.00,Local Courier,Express,YES,não,delivered,South,
Advanced Document #4823,2026/01/01,20250413,934.67,283.59,4792.29,DHL,Same-Day,sim,T,delayed,Northeast,Leave at Door 834
Professional Asset #4824,02/11/2025,2025/10/15,157.29,163.89,3540.08,DHL,Same-Day,yes,N,delayed,Northeast,
Custom Product #4825,20250813,,823.70,376.58,"2,296.97",DHL,Same-Day,Y,True,lost,North,
Premium Resource #4826,01/03/2026,2025/07/03,528.04,77.39,887.76,Correios,Same-Day,true,Y,lost,International,
Basic Service #4827,20250316,2025-03-22,178.25,186.79,4260.26,Correios,Same-Day,True,False,in_transit,North,Fragile 544
Professional Resource #4828,2025/02/12,18/02/2026,849.30,353.02,"4,428.51",Correios,Standard,1,False,delayed,North,
Custom Document #4829,2026/01/16,2025-09-08,731.33,445.15,4624.03,Correios,Standard,NO,Y,returned,South,
Standard Document #4830,2025/09/29,,503.90,283.37,"1,719.23",Correios,Standard,F,Y,returned,South,
Enterprise Entry #4831,2025-08-31,,648.75,475.49,143.87,Local Courier,Same-Day,N,False,delivered,Midwest,
Custom Service #4832,2026-01-12,02/02/2026,296.28,343.49,580.41,Own Fleet,Same-Day,F,T,returned,South,Leave at Door 261
Standard Service #4833,21/02/2025,,982.37,197.41,3878.41,Local Courier,Express,0,não,delayed,North,Keep Refrigerated 322
Premium Resource #4834,27/06/2025,20260206,912.36,424.94,3505.45,Own Fleet,Standard,false,no,returned,North,
Premium Item #4835,2025/06/10,2025/07/29,886.02,16.68,1786.47,Fedex,Same-Day,yes,N,in_transit,South,Fragile 647
Standard Resource #4836,29/10/2025,08/02/2025,555.19,270.24,887.67,Correios,Express,1,False,lost,Southeast,Leave at Door 480
Professional Service #4837,2025/12/21,,134.47,166.73,3607.42,Local Courier,Same-Day,T,False,delivered,Midwest,Keep Refrigerated 410
Basic Resource #4838,2026/01/20,2025-02-17,399.40,495.61,1262.04,Local Courier,Express,Y,não,delivered,Midwest,
Enterprise Document #4839,10/26/2025,12/10/2025,115.75,129.88,"2,090.89",DHL,Express,true,no,delayed,South,Fragile 492
Custom Asset #4840,11/16/2025,,106.30,111.49,1659.56,Local Courier,Same-Day,no,1,delayed,South,Handle with Care 491
Premium Item #4841,2026/01/08,20250216,,465.62,4906.33,Fedex,Economy,False,True,delayed,North,
Advanced Record #4842,06/30/2025,07/01/2025,514.72,115.52,2215.13,Fedex,Same-Day,F,true,delivered,North,
