transaction_id,sale_date,amount,quantity,discount_rate,status,payment_method,is_prime_member,is_gift,customer_segment,product_category,shipping_notes
Enterprise Entry #3038,2024-06-17,,74.07,0.39,refunded,paypal,Y,no,Regular,Electronics,
Custom Entry #3039,2025-10-15,3471.83,25.46,0.43,refunded,boleto,Y,Y,Regular,Sports,Standard shipping 667
Standard Item #3040,18/02/2024,1009.22,63.93,0.49,completed,pix,NO,T,Regular,Home,Standard shipping 65
Custom Resource #3041,28/09/2025,3675.12,22.89,0.06,cancelled,debit_card,T,1,New,Home,
Standard Item #3042,09/03/2025,2286.62,33.30,,pending,credit_card,NO,false,New,Sports,
Advanced Item #3043,2025-03-16,4217.14,65.16,0.43,refunded,credit_card,1,true,Inactive,Electronics,Gift wrap 988
Custom Item #3044,2026/02/05,"3,582.66",75.87,0.46,refunded,boleto,T,0,New,Electronics,Express delivery 160
Professional Resource #3045,20240621,"4,755.02",2.92,0.08,pending,boleto,no,,VIP,Books,
Premium Entry #3046,03/05/2025,356.10,8.11,0.13,completed,paypal,T,N,Regular,Home,Express delivery 882
Premium Item #3047,10/04/2024,4044.72,59.72,0.23,cancelled,pix,no,N,Inactive,Electronics,Express delivery 641
Custom Product #3048,20240915,"2,990.47",93.55,0.45,pending,boleto,False,sim,Inactive,Sports,
Basic Asset #3049,04/09/2025,986.32,46.74,0.42,completed,credit_card,no,false,Regular,Books,
Custom Entry #3050,20240502,4961.38,25.22,0.28,cancelled,pix,Y,false,Regular,Clothing,Express delivery 421
Professional Record #3051,05/21/2025,2122.50,78.94,0.35,refunded,paypal,T,False,Regular,Clothing,Pickup 214
Premium Item #3052,20240408,3175.49,53.09,0.34,cancelled,paypal,no,1,New,Sports,Standard shipping 628
Advanced Asset #3053,2025/12/18,275.76,87.82,0.42,refunded,debit_card,sim,Y,Inactive,Electronics,Gift wrap 215
Custom Record #3054,2025/07/31,784.28,42.09,0.03,completed,pix,1,N,New,Clothing,Standard shipping 164
Standard Resource #3055,2024-08-19,"3,965.72",99.04,,completed,pix,0,0,Inactive,Clothing,
Basic Item #3056,20250213,,20.74,0.26,completed,credit_card,1,1,New,Toys,Express delivery 398
Professional Service #3057,01/10/2025,3807.83,14.77,,cancelled,pix,true,Y,VIP,Electronics,Standard shipping 851
Basic Document #3058,20250207,2135.64,73.46,0.07,refunded,paypal,YES,True,New,Books,Pickup 381
Advanced Record #3059,11/10/2024,4458.52,48.85,0.31,cancelled,boleto,F,true,VIP,Electronics,
Professional Resource #3060,22/01/2026,445.36,37.02,0.02,cancelled,pix,sim,,Regular,Electronics,Standard shipping 39
Basic Service #3061,06/16/2025,3869.76,87.92,0.33,completed,debit_card,false,Y,Inactive,Books,Express delivery 38
Standard Entry #3062,2025/07/19,1503.75,97.54,,cancelled,credit_card,no,False,VIP,Clothing,
Enterprise Resource #3063,31/07/2025,2367.30,4.28,0.13,completed,paypal,N,no,Regular,Books,
Professional Record #3064,10/05/2024,"1,515.66",80.02,0.22,pending,credit_card,true,N,VIP,Books,Pickup 445
Standard Service #3065,2024/10/22,4103.15,64.05,0.32,completed,paypal,yes,False,Regular,Toys,
Advanced Resource #3066,2024-10-17,2126.64,77.38,0.31,pending,boleto,true,T,Regular,Toys,Gift wrap 647
Professional Product #3067,2024/12/13,,17.00,0.18,pending,pix,T,Y,Regular,Toys,Express delivery 396
Premium Service #3068,02/26/2024,2239.28,16.58,0.08,pending,boleto,true,N,VIP,Electronics,Pickup 119
Enterprise Item #3069,07/26/2024,4576.40,13.91,0.32,pending,paypal,false,no,Regular,Clothing,Gift wrap 34
Premium Resource #3070,2025-08-10,1976.90,27.12,0.11,cancelled,debit_card,true,T,New,Electronics,
Basic Product #3071,20241027,3569.47,21.51,0.10,pending,paypal,no,true,Inactive,Toys,
Premium Asset #3072,2025/10/30,103.22,65.13,0.20,completed,boleto,0,F,New,Toys,Gift wrap 122
Professional Document #3073,20240624,2112.51,15.75,0.43,pending,debit_card,T,T,Regular,Books,Standard shipping 543
Custom Asset #3074,15/10/2025,4825.29,77.11,0.29,cancelled,debit_card,True,Y,VIP,Toys,
Professional Document #3075,20251031,2573.85,10.39,0.50,pending,paypal,NO,True,Regular,Toys,Standard shipping 916
Custom Entry #3076,20251029,2958.72,15.11,,cancelled,debit_card,True,0,Regular,Clothing,Gift wrap 978
Professional Resource #3077,04/21/2025,4105.46,15.95,0.06,completed,boleto,T,N,VIP,Sports,
Basic Entry #3078,05/11/2024,3526.58,54.85,0.15,completed,paypal,T,True,New,Sports,
Professional Service #3079,08/30/2024,"3,113.88",77.89,0.49,completed,debit_card,Y,não,Inactive,Books,
Basic Document #3080,2024/03/21,1939.94,7.06,,pending,credit_card,YES,N,Inactive,Books,Standard shipping 749
Basic Asset #3081,2024-03-24,2566.40,76.07,0.41,refunded,paypal,no,1,Inactive,Clothing,Gift wrap 64
Basic Product #3082,25/04/2025,212.77,63.08,,cancelled,boleto,T,T,Regular,Books,Standard shipping 159
Professional Item #3083,20251103,3651.84,38.26,0.03,cancelled,debit_card,False,Y,Regular,Clothing,
Custom Product #3084,20/10/2025,743.89,4.45,0.34,pending,debit_card,sim,NO,Regular,Toys,
Premium Asset #3085,2024/05/02,,67.95,0.48,cancelled,debit_card,N,NO,Inactive,Sports,Standard shipping 854
Advanced Document #3086,2025/08/01,310.80,45.64,0.40,cancelled,debit_card,false,false,,Home,Standard shipping 3
Basic Entry #3087,20/06/2024,3377.99,33.36,0.20,cancelled,debit_card,True,Y,VIP,Electronics,Standard shipping 240
Enterprise Item #3088,04/29/2025,3153.09,77.87,,pending,paypal,no,yes,VIP,Home,
Standard Service #3089,02/10/2024,"1,291.46",53.27,,completed,pix,true,T,New,Sports,Gift wrap 391
Enterprise Asset #3090,12/03/2024,4725.95,14.70,0.12,cancelled,boleto,true,,VIP,Books,Standard shipping 267
Professional Record #3091,06/28/2024,"1,118.73",98.56,0.35,refunded,pix,Y,1,New,Home,Gift wrap 461
Premium Asset #3092,2026-01-21,4928.82,15.53,0.48,completed,debit_card,False,false,Inactive,Clothing,
Standard Resource #3093,20240922,3182.59,74.71,,completed,credit_card,NO,false,Inactive,Sports,Express delivery 196
Advanced Product #3094,20260113,4110.33,19.92,0.07,pending,boleto,N,,VIP,Electronics,Express delivery 474
Custom Record #3095,2025-08-26,2426.59,56.19,0.01,pending,credit_card,1,1,New,Clothing,Express delivery 486
Premium Item #3096,06/06/2025,3134.79,84.26,0.01,pending,pix,YES,N,Inactive,Clothing,Pickup 612
Standard Entry #3097,23/09/2025,"3,769.54",68.81,0.22,completed,debit_card,não,NO,Inactive,Clothing,Standard shipping 373
Enterprise Record #3098,2024-04-04,"3,813.05",73.74,0.23,cancelled,debit_card,no,NO,VIP,Sports,
Professional Resource #3099,14/01/2024,2544.46,64.40,0.25,pending,debit_card,T,1,Inactive,Sports,Gift wrap 438
Basic Product #3100,2024/02/07,"4,123.67",31.67,,refunded,pix,sim,F,New,Toys,Pickup 740
Enterprise Record #3101,20250613,"2,564.76",65.36,0.49,cancelled,boleto,YES,T,,Books,Pickup 144
Enterprise Document #3102,2025/09/06,"2,174.07",55.29,0.40,cancelled,pix,False,False,VIP,Home,Gift wrap 413
Enterprise Entry #3103,2025-07-20,3289.75,49.09,0.18,cancelled,credit_card,sim,no,VIP,Books,Express delivery 172
Premium Product #3104,12/09/2025,4195.79,65.93,,refunded,debit_card,0,Y,New,Sports,Express delivery 206
Standard Asset #3105,20240811,3190.05,16.25,,cancelled,boleto,1,YES,Inactive,Electronics,Express delivery 712
Advanced Asset #3106,05/09/2024,"3,001.94",67.20,0.38,cancelled,credit_card,T,T,VIP,Books,
Basic Asset #3107,2024-09-14,"3,692.86",98.73,0.06,pending,paypal,sim,N,New,Clothing,Standard shipping 321
Premium Record #3108,03/12/2024,1438.85,76.97,0.30,completed,paypal,False,N,New,Toys,Gift wrap 986
Advanced Document #3109,20250913,856.17,29.99,,pending,paypal,yes,false,Inactive,Books,Gift wrap 756
Basic Service #3110,05/28/2024,"3,831.64",3.03,0.43,refunded,credit_card,sim,não,Inactive,Toys,
Standard Entry #3111,20251121,2741.05,16.09,0.29,cancelled,pix,true,false,Inactive,Toys,Pickup 111
Enterprise Product #3112,2026/01/07,169.88,30.81,0.28,completed,pix,no,true,New,Electronics,Pickup 48
Standard Record #3113,04/23/2024,4922.04,48.28,0.08,refunded,credit_card,False,no,New,Books,Gift wrap 25
Standard Product #3114,28/12/2025,4371.73,66.50,0.34,pending,paypal,True,não,VIP,Toys,Express delivery 992
Enterprise Product #3115,2026-02-06,3889.10,42.53,0.32,cancelled,credit_card,N,True,New,Home,
Professional Asset #3116,08/17/2024,4078.12,21.58,0.14,cancelled,credit_card,1,no,VIP,Toys,Standard shipping 34
Custom Item #3117,14/12/2024,"4,736.42",76.17,,pending,debit_card,NO,True,Regular,Toys,Gift wrap 163
Enterprise Document #3118,02/09/2024,1687.07,92.02,0.49,completed,paypal,1,Y,Inactive,Sports,
Basic Asset #3119,05/01/2025,"3,424.78",75.92,0.10,refunded,paypal,YES,N,Inactive,Electronics,Pickup 8
Basic Resource #3120,17/06/2024,3778.19,75.96,0.27,refunded,boleto,não,T,New,Home,
Custom Product #3121,2025-08-25,1591.43,56.08,0.13,completed,boleto,1,NO,New,Electronics,Standard shipping 891
Premium Product #3122,2026/02/02,62.71,51.97,0.28,cancelled,paypal,0,YES,VIP,Home,
Premium Product #3123,06/18/2025,1551.61,63.43,,refunded,boleto,sim,yes,Regular,Clothing,Express delivery 449
Basic Entry #3124,29/01/2026,"3,844.78",6.97,0.35,cancelled,debit_card,T,0,Inactive,Books,Pickup 315
Basic Resource #3125,20240513,"1,687.41",97.31,0.40,refunded,boleto,T,T,Inactive,Clothing,Pickup 913
Professional Document #3126,20250209,"4,924.62",68.45,0.46,refunded,paypal,YES,True,,Electronics,Pickup 593
Advanced Record #3127,2025/03/06,1017.84,78.99,0.13,cancelled,credit_card,False,F,New,Sports,Pickup 913
Advanced Document #3128,04/23/2024,109.18,6.88,0.17,cancelled,paypal,NO,NO,Inactive,Sports,
Custom Document #3129,02/11/2025,4412.41,14.05,0.07,completed,paypal,YES,yes,New,Sports,Standard shipping 94
Standard Item #3130,04/19/2024,"2,549.91",83.85,0.07,pending,debit_card,F,,New,Sports,Gift wrap 685
Basic Resource #3131,2024/03/01,3639.12,37.00,0.23,cancelled,boleto,no,N,Inactive,Electronics,Pickup 362
Standard Record #3132,20260206,3485.39,53.55,0.11,completed,paypal,True,False,New,Home,
Professional Resource #3133,20241111,4176.58,13.25,,completed,boleto,false,não,VIP,Books,Express delivery 447
Basic Document #3134,2025-06-20,"1,691.23",61.27,0.47,pending,paypal,NO,,New,Toys,Gift wrap 159
Professional Product #3135,03/20/2024,2733.41,4.00,0.46,refunded,pix,1,T,VIP,Electronics,Pickup 409
Advanced Record #3136,2025-11-25,2775.06,30.46,0.21,pending,boleto,yes,YES,Regular,Home,Gift wrap 476
Premium Asset #3137,20250401,106.47,53.83,0.38,pending,paypal,0,N,Inactive,Toys,Express delivery 429
Advanced Record #3138,2024/04/14,2663.10,23.28,0.28,refunded,credit_card,False,,New,Toys,Pickup 821
Premium Document #3139,13/01/2026,"3,262.46",6.39,,refunded,debit_card,N,T,New,Electronics,Standard shipping 720
Enterprise Record #3140,2025/03/25,996.13,90.17,0.23,refunded,paypal,1,false,VIP,Toys,Express delivery 530
Premium Item #3141,07/30/2025,3197.37,41.49,0.29,cancelled,pix,N,no,Inactive,Clothing,
Enterprise Entry #3142,2025-04-20,454.67,3.84,0.36,refunded,pix,N,Y,New,Sports,Pickup 960
Basic Asset #3143,01/05/2024,"4,501.80",92.37,0.37,cancelled,boleto,T,sim,Inactive,Books,
Basic Document #3144,20251207,1990.20,98.81,0.48,completed,pix,0,não,New,Toys,
Enterprise Entry #3145,03/19/2024,4706.77,40.14,0.01,completed,paypal,Y,não,VIP,Toys,Gift wrap 124
Premium Resource #3146,06/08/2025,1411.25,95.10,0.50,cancelled,credit_card,sim,sim,New,Clothing,Express delivery 804
Premium Entry #3147,2024/05/19,3774.28,81.92,0.38,refunded,boleto,1,yes,Inactive,Toys,
Basic Asset #3148,2025/03/22,"4,309.38",6.00,,completed,paypal,NO,False,Regular,Clothing,
Premium Entry #3149,23/11/2025,"2,322.69",35.83,0.16,cancelled,credit_card,não,0,,Home,Express delivery 103
Enterprise Asset #3150,2024-01-16,909.48,27.09,0.17,pending,debit_card,no,NO,VIP,Sports,Gift wrap 935
Enterprise Item #3151,09/20/2025,2312.34,71.94,0.17,completed,pix,NO,YES,VIP,Books,Gift wrap 130
Advanced Item #3152,2024-09-08,"3,023.85",61.95,0.19,completed,paypal,false,yes,New,Home,Pickup 120
Professional Resource #3153,2025-05-31,3794.50,18.08,0.38,refunded,debit_card,no,yes,Regular,Sports,Gift wrap 217
Premium Document #3154,20250313,2155.97,21.66,,cancelled,boleto,0,F,VIP,Toys,
Enterprise Product #3155,2024/02/07,3171.72,94.63,0.31,completed,pix,não,sim,VIP,Clothing,Express delivery 371
Custom Asset #3156,06/16/2025,1623.26,68.50,0.03,pending,boleto,no,True,Regular,Sports,
Premium Document #3157,09/01/2024,"4,956.60",90.73,0.04,completed,credit_card,false,YES,Regular,Electronics,Pickup 404
Professional Resource #3158,01/05/2024,3691.49,35.72,0.47,cancelled,debit_card,no,false,Regular,Sports,Standard shipping 948
Enterprise Product #3159,20250513,1175.12,47.44,0.27,pending,paypal,0,False,Regular,Electronics,Standard shipping 231
Custom Entry #3160,01/15/2025,"3,156.41",76.58,0.02,completed,credit_card,yes,yes,Inactive,Home,Gift wrap 589
Enterprise Resource #3161,28/05/2025,"1,532.63",91.46,0.09,completed,paypal,sim,N,Inactive,Clothing,Standard shipping 583
Professional Document #3162,20250106,"1,481.31",54.98,0.21,pending,debit_card,no,Y,,Electronics,Pickup 404
Custom Document #3163,2025/06/01,2034.54,40.55,0.47,cancelled,debit_card,False,false,Regular,Sports,Express delivery 434
Basic Asset #3164,06/02/2025,4729.07,33.94,0.25,pending,paypal,yes,N,New,Sports,Gift wrap 428
Basic Service #3165,2025/12/30,3151.03,47.99,,completed,paypal,true,1,VIP,Books,Pickup 168
Premium Record #3166,12/26/2024,"3,660.12",59.78,0.45,pending,credit_card,yes,1,VIP,Books,Standard shipping 512
Advanced Service #3167,10/01/2024,1471.63,7.92,0.47,pending,pix,NO,YES,Inactive,Books,Express delivery 88
Advanced Product #3168,20250210,3142.51,41.02,0.40,completed,boleto,sim,T,VIP,Toys,Standard shipping 817
Basic Entry #3169,08/03/2024,775.28,1.67,0.14,cancelled,debit_card,YES,sim,Inactive,Toys,Gift wrap 455
Advanced Asset #3170,2025/09/17,512.13,89.70,0.44,pending,debit_card,True,true,Inactive,Books,Gift wrap 554
Enterprise Product #3171,2025/09/08,2040.60,6.29,0.31,refunded,paypal,NO,NO,New,Home,
Advanced Document #3172,2025/08/22,3136.23,56.97,0.26,cancelled,debit_card,yes,sim,Regular,Books,Standard shipping 965
Enterprise Entry #3173,2024/04/06,4972.09,88.65,0.05,pending,boleto,false,NO,New,Sports,
Standard Item #3174,09/04/2025,2333.67,76.61,,cancelled,debit_card,false,não,New,Home,
Basic Item #3175,2024-10-04,1297.67,7.24,0.42,completed,paypal,false,no,New,Toys,Gift wrap 914
Basic Record #3176,19/03/2025,1423.46,36.36,0.28,completed,boleto,True,NO,,Electronics,Gift wrap 402
Enterprise Entry #3177,2024-04-21,"4,414.70",35.90,0.49,pending,debit_card,N,,Regular,Electronics,Standard shipping 339
Premium Resource #3178,2024-07-08,1650.48,76.27,0.28,refunded,credit_card,yes,true,New,Toys,Standard shipping 436
Advanced Asset #3179,11/19/2024,"4,521.34",9.88,,pending,credit_card,yes,yes,,Toys,
Professional Item #3180,2025-07-23,"4,934.81",5.39,0.49,pending,pix,no,não,Regular,Books,
Enterprise Record #3181,2024-07-11,3501.27,40.67,0.20,pending,debit_card,1,True,New,Home,Express delivery 473
Premium Item #3182,2025/04/11,3749.78,37.77,,completed,debit_card,True,0,New,Home,Standard shipping 290
Standard Record #3183,20240905,316.15,56.18,0.43,pending,credit_card,0,false,VIP,Sports,Gift wrap 27
Premium Service #3184,03/25/2025,1392.03,38.78,0.38,completed,paypal,sim,YES,Regular,Toys,Gift wrap 382
Professional Document #3185,20250404,"2,605.51",60.01,0.27,pending,paypal,T,False,Inactive,Books,
Custom Resource #3186,20240710,4034.33,56.06,,pending,paypal,false,Y,Regular,Home,
Professional Item #3187,2025/12/31,"4,878.54",24.28,0.30,refunded,paypal,0,True,Inactive,Books,Express delivery 774
Professional Entry #3188,12/05/2025,"1,664.53",71.97,,refunded,debit_card,no,yes,New,Sports,Pickup 463
Professional Document #3189,20241204,2561.22,11.93,0.27,cancelled,credit_card,0,false,New,Electronics,
Advanced Resource #3190,20240116,405.12,9.48,0.21,pending,debit_card,yes,F,New,Clothing,Pickup 84
Standard Asset #3191,2025/07/07,1795.21,53.12,,refunded,debit_card,True,false,Regular,Books,Standard shipping 79
Standard Document #3192,05/12/2025,2526.90,76.08,0.30,refunded,debit_card,NO,True,New,Electronics,Express delivery 326
Advanced Record #3193,2024/01/14,1295.81,93.58,0.30,completed,credit_card,1,Y,Inactive,Clothing,Pickup 936
Custom Service #3194,2024/02/18,2778.87,41.06,0.14,refunded,paypal,True,true,VIP,Toys,Pickup 732
Advanced Resource #3195,20240630,"3,055.77",30.95,0.00,cancelled,debit_card,no,Y,New,Toys,Gift wrap 697
Professional Record #3196,07/26/2024,1114.71,45.64,0.06,pending,credit_card,false,true,VIP,Toys,
Standard Entry #3197,2025/03/18,876.41,87.38,0.14,completed,paypal,False,sim,Regular,Electronics,
Professional Item #3198,2024/04/05,"2,290.06",89.67,,refunded,pix,não,F,VIP,Sports,Pickup 630
Premium Entry #3199,2024-10-21,4287.99,64.15,0.13,refunded,pix,no,no,Inactive,Sports,Pickup 809
Premium Service #3200,05/29/2024,"1,835.17",79.32,0.14,refunded,boleto,0,N,Inactive,Electronics,Standard shipping 656
Enterprise Asset #3201,2024-08-27,2508.57,86.71,0.36,completed,credit_card,false,F,Inactive,Home,
Advanced Item #3202,11/10/2025,117.67,3.50,0.02,cancelled,debit_card,yes,yes,New,Sports,Pickup 585
Professional Product #3203,11/04/2024,2412.46,33.96,0.42,refunded,credit_card,True,T,New,Toys,
Standard Entry #3204,08/11/2025,"4,754.83",45.52,0.50,cancelled,pix,true,NO,VIP,Toys,Pickup 109
Advanced Service #3205,14/03/2025,2103.87,58.62,0.30,cancelled,credit_card,Y,YES,New,Home,Express delivery 697
Professional Service #3206,2024/10/12,4738.25,48.81,,pending,debit_card,False,sim,New,Books,Express delivery 371
Premium Resource #3207,20250403,4164.81,67.27,0.16,cancelled,boleto,NO,T,VIP,Toys,Gift wrap 792
Advanced Item #3208,2025-10-29,3720.52,63.22,,refunded,boleto,sim,NO,Regular,Books,Gift wrap 372
Standard Entry #3209,16/09/2024,3491.37,12.12,0.38,cancelled,pix,0,no,New,Toys,Express delivery 644
Basic Item #3210,11/26/2025,3345.55,37.22,0.00,refunded,credit_card,não,False,New,Clothing,Pickup 54
Enterprise Document #3211,2024/04/24,1297.89,89.75,0.50,pending,debit_card,true,F,Inactive,Sports,Gift wrap 112
Standard Record #3212,09/02/2024,3341.62,40.41,,completed,debit_card,no,Y,Inactive,Home,Standard shipping 15
Standard Document #3213,31/08/2024,63.84,45.62,0.02,pending,debit_card,0,F,Inactive,Electronics,Gift wrap 896
Professional Resource #3214,2024/03/01,"1,556.19",59.50,0.05,pending,pix,YES,,Regular,Toys,
Advanced Record #3215,2025/03/16,4987.89,43.23,,cancelled,debit_card,T,F,Inactive,Books,Pickup 633
Premium Entry #3216,2026-01-30,4365.69,20.23,0.18,cancelled,pix,1,NO,Inactive,Electronics,Standard shipping 108
Premium Item #3217,02/11/2026,3751.12,18.75,0.23,completed,boleto,N,yes,Inactive,Toys,
Custom Service #3218,20250210,273.86,68.39,0.10,pending,debit_card,1,F,New,Toys,Express delivery 793
Custom Service #3219,29/05/2025,4159.55,97.52,,cancelled,paypal,YES,YES,New,Sports,Standard shipping 589
Enterprise Service #3220,2025-06-11,3940.37,95.99,0.02,refunded,credit_card,False,,Inactive,Home,Gift wrap 168
Enterprise Record #3221,2024-06-14,4244.59,98.21,0.19,completed,pix,1,false,Regular,Sports,Gift wrap 30
Advanced Item #3222,2024/11/28,1247.02,22.90,0.08,cancelled,credit_card,YES,true,Regular,Electronics,Gift wrap 861
Professional Document #3223,2025/01/27,"2,688.21",28.70,0.24,refunded,credit_card,T,True,Inactive,Home,Express delivery 633
Advanced Item #3224,08/03/2024,2908.27,92.17,0.06,completed,credit_card,F,N,Regular,Toys,Gift wrap 93
Advanced Item #3225,2025-03-16,2490.03,40.14,0.22,refunded,pix,false,false,Regular,Electronics,
Advanced Service #3226,22/01/2024,1150.15,53.91,,pending,boleto,N,,,Toys,Pickup 772
Standard Service #3227,2024-03-05,2338.20,51.60,0.15,cancelled,pix,NO,False,New,Books,Express delivery 588
Basic Item #3228,11/10/2024,4712.82,2.05,0.40,pending,pix,False,NO,Inactive,Toys,Pickup 956
Professional Resource #3229,09/18/2024,3778.91,42.82,,pending,pix,no,True,New,Clothing,
Professional Asset #3230,08/30/2024,1485.74,4.25,0.24,cancelled,pix,sim,Y,New,Toys,Standard shipping 406
Premium Item #3231,20251213,1583.43,44.17,0.38,completed,debit_card,0,NO,Inactive,Sports,Pickup 410
Custom Document #3232,21/09/2024,539.13,44.93,0.41,refunded,debit_card,no,sim,Inactive,Toys,
Premium Item #3233,2025-12-07,"2,440.77",91.71,0.32,completed,boleto,não,,New,Books,
Custom Asset #3234,20250515,3368.43,81.25,0.09,cancelled,pix,YES,NO,Inactive,Books,Standard shipping 578
Standard Asset #3235,2025/05/24,3223.10,69.29,0.06,refunded,debit_card,1,yes,Regular,Home,Pickup 386
Premium Document #3236,12/27/2025,2273.02,1.41,0.32,refunded,paypal,false,T,VIP,Electronics,Standard shipping 837
Premium Document #3237,20251212,2674.92,54.59,0.11,completed,boleto,YES,False,Inactive,Electronics,
Enterprise Item #3238,2025-11-20,4657.57,42.79,0.46,pending,debit_card,True,false,Regular,Books,
Premium Service #3239,10/04/2025,4264.76,62.35,,completed,credit_card,False,NO,Inactive,Electronics,Standard shipping 395
Enterprise Product #3240,11/25/2025,1308.42,59.83,0.09,cancelled,paypal,no,,Inactive,Clothing,
Custom Resource #3241,17/02/2024,186.09,24.73,0.32,completed,debit_card,yes,Y,Inactive,Sports,
Standard Asset #3242,06/09/2025,3403.76,25.61,0.00,pending,paypal,False,não,Regular,Books,Express delivery 915
Professional Asset #3243,2024-07-08,4207.66,38.51,0.08,completed,debit_card,True,não,VIP,Toys,Express delivery 494
Premium Entry #3244,04/17/2025,3770.56,90.91,0.09,refunded,boleto,True,N,VIP,Home,Express delivery 870
Basic Item #3245,20251020,"1,518.64",87.08,0.32,cancelled,paypal,False,false,Inactive,Sports,Standard shipping 583
Advanced Service #3246,24/08/2024,"2,597.30",6.48,0.20,completed,pix,false,1,Regular,Electronics,Gift wrap 483
Standard Service #3247,2024-08-06,4887.69,6.22,0.31,refunded,credit_card,F,0,VIP,Sports,Express delivery 949
Basic Document #3248,2025/12/18,2436.47,43.82,0.04,cancelled,boleto,sim,yes,Regular,Toys,Standard shipping 400
Advanced Record #3249,20251231,2506.87,50.39,0.28,refunded,paypal,NO,False,VIP,Home,Pickup 345
Custom Document #3250,2024-04-05,447.23,56.15,,pending,pix,NO,NO,,Sports,
Enterprise Entry #3251,20250102,2703.08,24.45,0.29,refunded,paypal,false,Y,New,Toys,
Custom Product #3252,03/01/2025,"4,095.27",27.36,0.04,refunded,paypal,false,N,New,Home,Pickup 529
Advanced Entry #3253,09/08/2025,"1,523.99",42.92,0.25,cancelled,credit_card,NO,false,VIP,Sports,
Professional Entry #3254,2025/03/21,1185.12,12.48,0.01,refunded,boleto,yes,yes,Regular,Sports,
Standard Resource #3255,29/07/2024,"1,478.06",35.81,0.09,cancelled,debit_card,yes,sim,Inactive,Home,Gift wrap 978
Enterprise Service #3256,20250113,715.70,65.97,0.06,cancelled,boleto,YES,Y,New,Sports,Pickup 783
Advanced Service #3257,02/05/2024,1833.94,63.52,0.26,completed,paypal,True,N,VIP,Toys,Express delivery 355
Advanced Item #3258,2025/12/25,3998.43,43.12,,pending,boleto,T,0,Regular,Books,Express delivery 114
Premium Resource #3259,06/08/2024,3859.77,99.00,0.41,refunded,boleto,não,0,VIP,Sports,
Premium Item #3260,20251027,2955.16,10.67,0.02,refunded,debit_card,YES,0,VIP,Home,Gift wrap 238
Professional Entry #3261,12/09/2024,1312.84,80.89,0.20,pending,boleto,YES,1,Regular,Electronics,Standard shipping 86
Professional Document #3262,20240710,712.40,15.78,0.28,completed,boleto,sim,0,VIP,Sports,Standard shipping 151
Basic Product #3263,20250806,4559.70,23.23,0.38,completed,pix,False,N,New,Books,Pickup 7
Advanced Entry #3264,20250709,3335.85,60.91,0.12,cancelled,paypal,true,False,VIP,Clothing,Standard shipping 919
Custom Asset #3265,05/04/2024,2453.45,82.18,0.29,cancelled,paypal,Y,False,New,Books,Pickup 237
Standard Asset #3266,30/04/2024,935.82,32.99,0.07,cancelled,credit_card,false,yes,New,Books,Standard shipping 622
Premium Service #3267,01/24/2025,2097.40,28.41,0.33,cancelled,debit_card,T,0,Regular,Home,
Custom Item #3268,05/14/2024,1912.85,81.00,,refunded,pix,no,false,Regular,Home,Express delivery 612
Custom Document #3269,20241029,423.87,52.19,0.30,pending,debit_card,F,T,Inactive,Electronics,Standard shipping 488
Custom Resource #3270,21/10/2024,2008.82,31.66,,refunded,credit_card,T,sim,Regular,Toys,
Professional Resource #3271,17/07/2025,3091.44,56.34,0.01,refunded,debit_card,0,não,VIP,Clothing,Gift wrap 708
Standard Product #3272,2025/07/01,2596.30,76.75,0.11,completed,pix,NO,T,Inactive,Electronics,Gift wrap 692
Basic Service #3273,2025/06/05,2745.55,7.41,0.40,cancelled,debit_card,F,1,New,Books,Gift wrap 860
Custom Resource #3274,2026/01/04,2644.47,85.97,0.39,refunded,pix,False,0,VIP,Clothing,Gift wrap 846
Advanced Asset #3275,16/07/2024,896.80,58.77,0.08,cancelled,boleto,True,Y,VIP,Sports,Gift wrap 44
Professional Product #3276,06/15/2025,877.59,54.97,0.00,pending,debit_card,YES,false,Inactive,Home,
Custom Record #3277,2026-02-12,"2,773.29",31.31,0.24,refunded,pix,NO,sim,New,Home,Standard shipping 552
Advanced Resource #3278,07/02/2025,2453.11,23.05,0.13,pending,debit_card,sim,False,Regular,Toys,Gift wrap 589
Professional Service #3279,2025-02-03,2607.83,8.51,0.03,pending,boleto,yes,F,VIP,Sports,Express delivery 608
Premium Document #3280,2024-04-15,"3,075.65",96.23,0.17,pending,debit_card,false,1,Regular,Clothing,Pickup 107
Premium Service #3281,2025/01/23,321.73,32.80,0.20,completed,pix,YES,no,VIP,Sports,Standard shipping 627
Enterprise Item #3282,20240314,"2,724.01",88.53,0.10,cancelled,credit_card,False,N,Regular,Sports,Pickup 878
Standard Resource #3283,20251225,"4,288.55",23.65,,completed,pix,F,True,Regular,Home,
Custom Asset #3284,03/10/2025,426.64,76.11,,completed,credit_card,no,false,Inactive,Electronics,Standard shipping 777
Basic Document #3285,08/19/2024,458.95,15.33,0.27,completed,paypal,1,sim,Inactive,Toys,Express delivery 316
Standard Service #3286,2024-02-17,"4,538.89",84.36,0.23,pending,debit_card,T,0,New,Home,Gift wrap 351
Advanced Record #3287,2024-01-21,"2,418.52",29.68,,completed,pix,True,0,VIP,Sports,Gift wrap 805
Professional Asset #3288,20240108,85.71,75.65,0.21,completed,pix,no,N,New,Sports,Express delivery 608
