transaction_id,transaction_date,amount,balance_after,fee,transaction_type,channel,is_international,is_recurring,status,risk_score,description
Custom Service #4370,02/19/2025,-19121.56,"732,778.61",27.81,deposit,Web,N,0,completed,medium,Bill Payment 434
Professional Record #4371,2026-01-28,"43,721.73",891166.37,,deposit,Web,False,true,reversed,low,Online Purchase 584
Professional Product #4372,2025/01/06,44592.72,520016.31,6.97,deposit,Branch,N,no,failed,high,Bill Payment 433
Standard Product #4373,26/09/2025,-22457.16,706110.78,27.55,payment,POS,False,YES,reversed,high,
Standard Product #4374,2025-06-09,"28,756.77",692343.67,41.89,withdrawal,ATM,true,True,failed,,
Custom Resource #4375,14/11/2025,10605.93,304419.82,20.24,fee,Mobile App,no,1,completed,medium,Salary Deposit 304
Premium Asset #4376,25/05/2025,-18814.81,444401.99,1.50,fee,POS,False,F,pending,high,Online Purchase 565
Custom Record #4377,2025/11/21,25966.35,624555.49,36.56,payment,ATM,YES,F,reversed,,
Professional Document #4378,2026-01-14,-47589.37,130192.04,36.75,withdrawal,Web,não,F,reversed,medium,Salary Deposit 158
Custom Resource #4379,2025/10/27,-40274.29,452941.79,23.44,payment,Branch,YES,True,failed,high,Online Purchase 283
Advanced Resource #4380,2025-12-14,27709.43,310734.31,,payment,Web,F,YES,pending,high,ATM Withdrawal 410
Enterprise Record #4381,20250709,"-27,450.84",626425.43,48.56,withdrawal,Mobile App,NO,N,reversed,low,Online Purchase 767
Advanced Entry #4382,02/10/2025,"-14,253.87",106765.78,36.36,fee,ATM,NO,sim,completed,medium,ATM Withdrawal 545
Enterprise Asset #4383,20251026,-2299.50,165121.72,2.31,deposit,Web,no,não,reversed,low,
Standard Document #4384,02/16/2025,-23164.97,,34.41,deposit,Web,True,F,reversed,high,Bill Payment 999
Enterprise Service #4385,03/07/2025,"-37,472.70",850319.46,26.76,withdrawal,POS,sim,false,reversed,low,
Basic Record #4386,2025/11/20,38547.72,173152.45,34.59,payment,Mobile App,T,T,failed,,
Standard Record #4387,06/21/2025,49130.23,689131.38,16.84,deposit,Web,F,Y,completed,medium,ATM Withdrawal 291
Enterprise Document #4388,09/09/2025,-1199.77,669259.53,,fee,ATM,não,0,pending,medium,Online Purchase 892
Custom Service #4389,2025-02-18,-37154.31,493912.27,28.69,transfer,POS,yes,False,pending,high,Bill Payment 915
Enterprise Entry #4390,2025-05-15,45881.66,599324.02,34.42,deposit,Branch,True,Y,reversed,,Online Purchase 41
Custom Entry #4391,2025/10/17,"-32,359.90",170119.65,22.94,transfer,ATM,0,no,completed,medium,Online Purchase 386
Basic Entry #4392,20250519,-1851.22,550470.47,26.22,withdrawal,POS,False,no,failed,high,
Basic Product #4393,08/09/2025,"5,464.00","877,112.83",,deposit,ATM,N,no,failed,low,Bill Payment 866
Enterprise Asset #4394,02/01/2026,"-26,166.13",300893.38,31.82,transfer,POS,N,false,completed,high,ATM Withdrawal 613
Basic Record #4395,08/02/2025,19503.60,635795.00,23.37,withdrawal,POS,NO,não,failed,high,
Professional Entry #4396,17/01/2026,"-6,423.22",322919.49,30.46,withdrawal,Web,no,sim,pending,low,Bill Payment 929
Enterprise Asset #4397,20250322,22298.98,711928.47,46.05,withdrawal,ATM,0,True,pending,,ATM Withdrawal 415
Standard Document #4398,2025-12-27,6851.22,"972,073.41",32.37,deposit,ATM,não,False,pending,high,
Professional Asset #4399,01/15/2026,-29021.42,45430.07,28.34,deposit,Web,True,não,completed,low,Bill Payment 187
Professional Asset #4400,19/07/2025,30688.29,98783.52,44.91,withdrawal,ATM,yes,0,pending,high,Online Purchase 618
Enterprise Item #4401,20251129,"-24,303.05",191637.06,16.14,deposit,Web,true,yes,completed,medium,
Premium Asset #4402,2025-02-14,-1748.92,"530,736.39",26.92,withdrawal,Web,YES,N,failed,medium,Bill Payment 743
Standard Document #4403,2025/08/28,24753.91,"980,231.80",,transfer,ATM,sim,no,reversed,low,ATM Withdrawal 196
Standard Asset #4404,2026/01/06,"15,376.21",736634.48,41.84,payment,ATM,yes,false,pending,,Bill Payment 887
Enterprise Item #4405,20260121,26970.82,928882.18,,deposit,POS,yes,0,reversed,high,Salary Deposit 49
Enterprise Record #4406,20250912,-38622.46,983750.26,16.46,withdrawal,Mobile App,sim,Y,completed,high,Online Purchase 186
Premium Record #4407,02/05/2025,37258.69,577194.94,18.31,payment,ATM,yes,0,reversed,low,ATM Withdrawal 46
Enterprise Product #4408,2025-12-13,-27544.59,147793.95,6.73,payment,Mobile App,F,NO,pending,high,Salary Deposit 740
Premium Asset #4409,2025-05-27,2545.21,771352.51,,payment,POS,False,False,failed,high,Online Purchase 669
Standard Item #4410,2025-09-07,1899.73,883042.61,19.08,withdrawal,ATM,NO,YES,reversed,high,
Enterprise Service #4411,2025/02/15,31552.26,222054.78,36.10,payment,Mobile App,sim,,completed,low,Online Purchase 854
Professional Product #4412,20251115,"-1,765.33","560,009.46",,fee,Branch,1,F,completed,high,
Standard Record #4413,08/12/2025,-43.53,767913.02,7.96,transfer,POS,YES,T,completed,low,Salary Deposit 436
Custom Entry #4414,2025/06/14,"5,426.92","547,459.51",32.67,fee,Web,não,false,failed,low,
Professional Document #4415,2025-01-07,"39,929.72",445916.40,41.49,withdrawal,Mobile App,False,1,failed,medium,
Standard Product #4416,09/04/2025,-32940.27,485735.10,9.02,transfer,Web,sim,N,completed,low,Online Purchase 356
Professional Resource #4417,22/03/2025,"-17,370.06",277910.18,35.35,transfer,Branch,False,N,failed,high,ATM Withdrawal 454
Basic Asset #4418,06/03/2025,19265.51,877579.04,46.38,withdrawal,Mobile App,sim,F,failed,high,Salary Deposit 747
Professional Item #4419,30/06/2025,38893.45,873333.41,,deposit,ATM,0,True,completed,low,Online Purchase 296
Standard Asset #4420,2025-09-07,414.73,429928.98,22.98,fee,Branch,NO,NO,failed,low,
Advanced Entry #4421,02/01/2026,"-1,476.80",752033.83,25.78,withdrawal,Branch,sim,N,failed,high,Online Purchase 555
Professional Document #4422,01/04/2025,"-20,409.01",889578.85,38.35,transfer,POS,False,F,pending,medium,ATM Withdrawal 847
Premium Item #4423,26/01/2026,-49723.35,,,fee,POS,T,True,completed,low,
Premium Service #4424,2025/04/13,-18750.97,815716.23,33.68,fee,ATM,YES,false,reversed,medium,Bill Payment 173
Premium Record #4425,2025-05-10,"-47,735.65",822822.64,,fee,Web,1,yes,pending,high,Online Purchase 794
Enterprise Service #4426,20250219,"-17,849.95",904185.32,,withdrawal,POS,True,sim,failed,high,
Enterprise Service #4427,20250622,"27,755.47",594107.04,8.62,transfer,ATM,F,False,failed,medium,Online Purchase 593
Standard Asset #4428,20250914,-9227.42,667992.28,,transfer,Mobile App,yes,Y,pending,high,
Advanced Service #4429,2025-09-24,48623.92,78052.56,45.43,deposit,Mobile App,no,YES,pending,medium,
Basic Entry #4430,20251106,-18024.60,15144.23,19.91,payment,Branch,True,F,reversed,low,
Professional Product #4431,09/14/2025,-6062.81,"586,858.82",25.66,fee,Mobile App,F,True,pending,medium,Salary Deposit 476
Basic Item #4432,2025-11-15,8594.34,441389.02,,fee,Mobile App,NO,,completed,high,
Professional Entry #4433,2025-08-20,-18267.27,"455,011.64",17.14,deposit,Mobile App,F,sim,reversed,high,Salary Deposit 655
Premium Resource #4434,20250918,-34303.26,"956,818.60",49.93,withdrawal,Web,T,true,completed,low,
Advanced Product #4435,2025/06/06,"-22,011.77",450001.20,1.87,withdrawal,Branch,YES,True,failed,medium,
Enterprise Asset #4436,10/10/2025,"-24,348.84","703,971.19",0.42,withdrawal,POS,yes,não,pending,high,Bill Payment 918
Premium Product #4437,2025/10/05,"-24,486.62",932553.38,29.44,fee,Web,N,sim,reversed,high,Salary Deposit 644
Standard Document #4438,20251216,-21715.29,"601,082.27",,fee,Branch,N,true,reversed,medium,ATM Withdrawal 334
Enterprise Entry #4439,03/20/2025,"-43,860.36",393745.12,0.38,payment,POS,0,1,completed,high,
Custom Entry #4440,2025/01/30,"23,583.47",876691.73,,transfer,Branch,False,sim,reversed,low,Online Purchase 115
Advanced Record #4441,07/02/2025,-48602.65,"616,442.25",,transfer,Web,0,no,failed,medium,ATM Withdrawal 195
Premium Product #4442,2025/07/08,-38219.26,637400.03,,withdrawal,Mobile App,True,yes,reversed,medium,Bill Payment 738
Advanced Document #4443,2025/12/20,49579.40,"956,055.55",33.51,payment,Branch,0,não,completed,medium,Salary Deposit 384
Professional Product #4444,27/05/2025,18524.20,"602,193.85",44.96,deposit,POS,0,1,completed,medium,Online Purchase 375
Enterprise Resource #4445,20251122,"-9,313.37",731517.74,,payment,Mobile App,0,N,pending,medium,Salary Deposit 665
Enterprise Asset #4446,2025-09-19,9826.41,"411,592.60",,payment,Web,T,true,pending,,Bill Payment 622
Basic Service #4447,2025/11/26,36254.80,"274,050.50",,payment,POS,true,NO,completed,high,
Premium Document #4448,23/05/2025,49265.96,869230.21,41.13,payment,POS,no,N,pending,low,Bill Payment 330
Custom Product #4449,20250912,4379.69,494605.02,46.29,withdrawal,Web,true,1,pending,medium,Online Purchase 929
Premium Product #4450,03/25/2025,43838.49,302251.27,21.24,fee,Web,N,1,pending,high,Bill Payment 438
Basic Product #4451,20260124,"38,657.58","78,689.60",44.50,withdrawal,Mobile App,True,N,pending,low,
Advanced Resource #4452,2025/05/25,-42925.84,650578.81,26.79,fee,Web,False,T,reversed,,Bill Payment 819
Professional Asset #4453,2026/02/05,26543.93,439597.03,44.48,transfer,Mobile App,YES,NO,reversed,high,Bill Payment 471
Standard Entry #4454,18/07/2025,28628.81,792974.32,39.49,fee,Mobile App,T,0,reversed,high,Online Purchase 652
Premium Resource #4455,20250405,7591.24,401.21,30.09,withdrawal,Mobile App,F,Y,completed,medium,ATM Withdrawal 494
Enterprise Resource #4456,2025-01-20,-33418.36,"101,686.14",32.37,deposit,POS,não,0,pending,high,Online Purchase 938
Standard Resource #4457,2025/11/14,49369.86,51539.08,,withdrawal,Web,T,1,completed,medium,
Enterprise Resource #4458,2025-09-17,-35697.14,272221.81,23.29,deposit,Branch,NO,False,failed,medium,
Basic Entry #4459,09/02/2025,-26753.98,395602.22,,fee,Mobile App,T,T,pending,medium,Salary Deposit 769
Basic Document #4460,2026-02-04,-44192.87,901524.50,40.11,transfer,POS,Y,true,failed,medium,
Premium Item #4461,07/02/2025,"-33,663.61",133579.66,14.35,fee,POS,true,sim,pending,high,Online Purchase 735
Professional Record #4462,2026-01-22,43616.36,"382,578.00",5.43,transfer,Branch,YES,sim,failed,low,
Professional Document #4463,01/01/2026,-20319.29,207288.27,30.76,payment,POS,true,T,completed,low,Salary Deposit 578
Premium Product #4464,2025-04-13,16251.47,"121,746.88",,payment,ATM,N,NO,completed,low,Online Purchase 672
Premium Service #4465,2025-12-26,"22,073.76","728,586.39",19.95,deposit,Web,NO,,completed,,
Advanced Asset #4466,08/12/2025,301.12,626299.40,44.90,deposit,POS,False,yes,completed,high,ATM Withdrawal 449
Advanced Document #4467,20251022,23592.82,"131,708.00",38.48,withdrawal,Branch,False,0,pending,medium,Bill Payment 823
Advanced Item #4468,06/30/2025,27922.10,768180.24,,fee,POS,sim,sim,completed,medium,
Premium Record #4469,2025/01/31,6315.32,95090.06,12.32,withdrawal,POS,sim,True,reversed,high,
Professional Resource #4470,2025/12/02,26858.40,"649,111.69",45.80,fee,Mobile App,0,T,failed,low,Bill Payment 614
Custom Item #4471,2026/01/10,-2648.32,476403.62,27.51,deposit,Mobile App,F,1,failed,low,
Enterprise Item #4472,23/04/2025,"1,088.36",302909.97,14.03,fee,ATM,YES,,reversed,,
Basic Item #4473,2025/06/16,"23,556.60",588507.00,,transfer,ATM,true,N,reversed,,Online Purchase 713
Premium Resource #4474,2025-01-28,36504.00,269688.57,1.46,fee,ATM,no,True,pending,medium,Salary Deposit 346
Premium Entry #4475,20251021,-4452.14,"346,907.31",,fee,Branch,True,False,completed,high,Online Purchase 503
Basic Resource #4476,02/05/2025,34605.49,"356,788.67",7.82,deposit,Branch,não,NO,completed,high,Online Purchase 13
Basic Service #4477,2025/10/05,-2177.30,"766,269.64",33.82,fee,ATM,True,False,pending,high,
Basic Document #4478,07/19/2025,"-24,364.61",745686.67,40.01,transfer,ATM,T,no,reversed,high,Online Purchase 877
Enterprise Product #4479,2025/06/07,13848.88,"469,045.46",19.33,fee,ATM,N,YES,reversed,,
Professional Resource #4480,2025/09/05,"22,425.63","366,436.39",45.78,payment,Mobile App,False,no,pending,medium,
Advanced Product #4481,2025-03-28,-45138.77,910058.08,8.50,deposit,ATM,N,YES,reversed,high,ATM Withdrawal 129
Enterprise Resource #4482,09/09/2025,42820.66,896671.54,48.81,payment,Mobile App,sim,N,completed,high,ATM Withdrawal 524
Professional Resource #4483,20251208,39392.29,231861.17,46.15,transfer,Branch,N,no,pending,,Bill Payment 940
Premium Product #4484,04/26/2025,1978.33,"293,140.97",33.41,deposit,Mobile App,YES,yes,pending,,Online Purchase 656
Basic Record #4485,20250331,"40,704.31",812304.77,,withdrawal,Branch,F,yes,completed,medium,
Enterprise Entry #4486,20251022,45500.78,882020.92,31.76,fee,ATM,N,1,failed,low,ATM Withdrawal 612
Standard Record #4487,2025/03/19,-22381.84,257440.68,,payment,Web,N,YES,pending,low,
Custom Asset #4488,2025-12-07,"-26,719.45",32187.24,1.33,transfer,ATM,True,não,reversed,medium,Online Purchase 390
Custom Asset #4489,2025/02/26,"44,217.58","988,591.18",43.89,transfer,ATM,N,True,pending,,Salary Deposit 223
Advanced Service #4490,14/10/2025,"-39,390.21",682427.68,5.91,fee,ATM,YES,Y,completed,medium,Online Purchase 411
Professional Item #4491,10/02/2025,36406.87,275697.88,37.81,deposit,ATM,False,T,completed,high,
Premium Entry #4492,2025/05/26,-41898.78,493947.79,24.93,transfer,ATM,1,N,pending,low,Online Purchase 807
Standard Resource #4493,01/16/2025,39877.54,"528,945.98",11.68,transfer,POS,false,no,reversed,high,Salary Deposit 84
Premium Product #4494,20251026,"-22,018.50",581479.82,,transfer,ATM,sim,Y,pending,,Bill Payment 967
Standard Item #4495,01/08/2025,-18213.59,918478.66,,fee,Mobile App,sim,no,pending,high,Online Purchase 573
Premium Document #4496,2025/03/27,17885.23,707531.25,44.91,transfer,Branch,false,False,pending,high,
Premium Product #4497,11/10/2025,-26707.98,969696.83,,transfer,Web,N,T,failed,medium,Bill Payment 635
Enterprise Product #4498,2025/03/16,47664.35,699614.32,16.61,fee,ATM,false,sim,failed,,
Professional Asset #4499,2025/12/18,-12105.91,"969,322.50",,fee,Web,NO,sim,completed,low,
Premium Product #4500,30/09/2025,-6495.83,3968.93,17.38,deposit,Branch,yes,true,pending,high,Salary Deposit 846
Premium Record #4501,04/22/2025,14726.48,439236.23,12.21,transfer,Web,YES,N,completed,low,
Advanced Resource #4502,2025-01-26,-25242.35,"128,212.96",2.83,transfer,POS,yes,NO,failed,high,
Basic Resource #4503,12/10/2025,"21,281.40","794,213.96",46.67,deposit,Web,F,yes,pending,medium,
Custom Resource #4504,06/07/2025,-16466.29,"470,977.47",25.84,payment,Web,F,F,completed,low,
Professional Resource #4505,2026-01-06,10233.76,915236.10,49.80,payment,Web,no,True,pending,high,
Professional Asset #4506,20250325,-30050.28,778551.50,,deposit,ATM,no,não,pending,medium,Salary Deposit 783
Standard Item #4507,15/05/2025,28040.85,"837,947.31",23.46,transfer,Web,F,F,failed,medium,Online Purchase 555
Enterprise Entry #4508,05/08/2025,-3421.76,491204.06,44.62,fee,Branch,True,1,failed,high,Salary Deposit 977
Premium Resource #4509,2025/05/17,45473.33,"65,918.86",16.96,fee,Branch,Y,não,pending,medium,Bill Payment 523
Standard Document #4510,2025/12/08,"-4,434.59",613936.51,,deposit,Web,F,NO,completed,high,
Enterprise Service #4511,20250718,24761.26,444887.72,46.85,fee,Web,1,YES,completed,low,
Advanced Document #4512,2025-06-08,12037.33,632289.47,35.29,withdrawal,Mobile App,YES,NO,completed,low,
Enterprise Product #4513,2025-01-27,-29134.84,"555,700.30",27.71,withdrawal,Web,False,0,pending,medium,
Standard Item #4514,26/07/2025,"1,836.28","916,768.39",22.67,payment,Branch,1,yes,failed,high,
Basic Item #4515,2025/05/01,14036.44,766173.08,47.35,transfer,Mobile App,YES,YES,reversed,low,
Advanced Resource #4516,2025/09/06,"-14,305.37","110,093.49",49.43,fee,Web,Y,True,failed,medium,Bill Payment 988
Professional Record #4517,31/01/2025,"34,391.81",251869.16,43.02,payment,Mobile App,0,Y,completed,high,
Custom Record #4518,12/19/2025,"-10,244.04","340,694.80",34.33,payment,Branch,False,true,reversed,high,Bill Payment 663
Professional Service #4519,02/13/2026,-35155.36,838285.84,5.54,withdrawal,POS,0,F,failed,low,Bill Payment 296
Advanced Asset #4520,2025-02-04,44828.24,305944.97,47.35,fee,ATM,false,1,reversed,medium,ATM Withdrawal 106
Enterprise Product #4521,09/20/2025,-31176.41,544495.09,23.31,transfer,ATM,sim,False,pending,low,Salary Deposit 352
Advanced Product #4522,20250309,"-17,239.22",691977.03,12.54,transfer,Mobile App,false,no,failed,high,ATM Withdrawal 991
Enterprise Record #4523,25/11/2025,-34181.14,537969.25,48.60,transfer,Branch,1,F,pending,medium,Online Purchase 645
Basic Product #4524,08/08/2025,-22703.47,391836.32,17.86,transfer,ATM,N,0,failed,low,Bill Payment 382
Premium Resource #4525,2025/05/22,25397.97,384491.13,17.47,withdrawal,POS,T,,pending,low,ATM Withdrawal 559
Advanced Record #4526,02/03/2026,-25399.21,"584,453.79",5.10,fee,Mobile App,False,sim,completed,low,Bill Payment 154
Standard Resource #4527,2025/09/18,27438.11,"210,029.10",34.97,transfer,Branch,NO,,reversed,high,
Standard Document #4528,22/05/2025,2114.12,518432.22,31.69,fee,POS,N,YES,pending,medium,
Basic Product #4529,2025/10/21,45412.92,770555.16,46.32,transfer,ATM,sim,false,failed,high,ATM Withdrawal 447
Premium Product #4530,20250216,-47880.10,"440,718.33",,deposit,Branch,true,no,reversed,high,
Premium Service #4531,20250315,44958.30,881201.09,10.29,fee,Branch,N,,failed,high,
Enterprise Document #4532,08/06/2025,-14118.96,"538,810.58",2.19,payment,Mobile App,YES,0,failed,medium,Online Purchase 413
Custom Item #4533,02/03/2025,"40,294.13",105976.77,42.91,payment,Branch,N,T,completed,high,ATM Withdrawal 684
Standard Product #4534,27/05/2025,-33345.62,298211.70,,transfer,POS,N,True,reversed,low,
Standard Item #4535,06/02/2025,-14377.48,"156,149.43",29.25,deposit,Mobile App,no,Y,pending,,
Professional Product #4536,27/06/2025,-36730.14,"259,924.92",45.18,withdrawal,Mobile App,false,NO,pending,medium,ATM Withdrawal 668
Custom Service #4537,20250711,38046.24,"925,748.09",33.46,deposit,ATM,não,Y,failed,medium,
Advanced Service #4538,05/12/2025,12702.58,193389.77,0.42,deposit,Branch,no,false,completed,low,Salary Deposit 552
Enterprise Document #4539,20250115,"43,620.47",651595.03,24.10,payment,POS,1,true,completed,high,Salary Deposit 672
Premium Service #4540,29/01/2026,45317.84,"577,904.92",39.72,transfer,ATM,false,True,completed,medium,Salary Deposit 43
Standard Item #4541,18/02/2025,870.11,92702.48,46.52,fee,Branch,F,False,reversed,medium,Bill Payment 682
Basic Product #4542,2025-05-21,39729.60,"93,687.97",,deposit,Branch,0,não,failed,medium,Bill Payment 716
Basic Product #4543,2025/11/20,-1011.73,"617,259.38",7.99,transfer,Mobile App,0,False,reversed,low,Online Purchase 891
Custom Resource #4544,2025-08-03,-12238.06,"986,679.35",34.96,payment,ATM,1,T,reversed,low,Bill Payment 331
Professional Asset #4545,08/06/2025,"-34,448.62",992963.25,23.23,withdrawal,Web,YES,,pending,low,Online Purchase 27
Basic Product #4546,02/08/2025,-16724.93,134484.08,48.43,payment,Branch,F,F,completed,low,Bill Payment 210
Enterprise Service #4547,2025-09-03,-5599.57,"519,915.33",29.69,payment,Web,yes,True,reversed,medium,Salary Deposit 273
Enterprise Resource #4548,17/01/2026,"48,524.21","616,617.59",12.36,fee,Web,NO,sim,completed,medium,
Advanced Item #4549,2026-02-01,-32659.16,859344.77,20.29,payment,Mobile App,True,NO,completed,medium,
Custom Entry #4550,08/23/2025,"-25,428.11",599079.96,,payment,POS,NO,False,failed,low,
Standard Record #4551,16/06/2025,-137.16,854068.01,19.59,transfer,Web,true,não,failed,high,Online Purchase 154
Advanced Product #4552,20251004,"40,478.80",54737.64,31.31,deposit,Mobile App,False,Y,pending,,Online Purchase 163
Basic Entry #4553,19/10/2025,10772.95,"558,557.79",22.32,transfer,ATM,T,0,completed,low,ATM Withdrawal 979
Basic Record #4554,03/31/2025,23848.99,489863.54,,fee,POS,false,,failed,medium,
Advanced Service #4555,20260120,"-38,605.88","153,208.54",48.64,withdrawal,POS,False,N,completed,low,ATM Withdrawal 89
Enterprise Product #4556,19/12/2025,-2465.75,358955.67,8.31,transfer,Mobile App,no,T,completed,high,ATM Withdrawal 490
Enterprise Product #4557,2026/02/01,39488.71,36915.73,49.74,deposit,Mobile App,NO,YES,pending,low,
Standard Service #4558,2025/08/13,-23109.97,279281.50,,payment,Branch,1,Y,pending,high,
Premium Resource #4559,27/07/2025,19920.44,304842.89,27.39,transfer,POS,false,N,pending,medium,
Premium Item #4560,2025/08/19,"-3,558.19",97876.70,36.35,transfer,ATM,T,True,failed,low,
Standard Service #4561,01/09/2025,-36901.01,387340.99,37.47,payment,Branch,NO,False,completed,medium,
Premium Service #4562,2025/08/12,"-39,939.33",904709.17,,transfer,Web,True,true,reversed,medium,
Professional Document #4563,2025/04/12,-14863.80,57889.41,26.84,transfer,Mobile App,F,N,reversed,,
Premium Product #4564,20250814,3866.76,120161.22,22.31,fee,POS,N,1,failed,low,Bill Payment 102
Standard Item #4565,20251117,"14,436.33",370368.08,,fee,ATM,yes,0,failed,low,
Enterprise Service #4566,03/05/2025,48320.52,847268.01,2.98,withdrawal,ATM,F,,reversed,low,
Custom Document #4567,10/20/2025,21823.33,"27,675.34",,payment,Web,False,1,failed,medium,
Standard Item #4568,2025/08/09,-5038.69,"775,011.91",27.81,fee,ATM,True,True,completed,medium,
Standard Asset #4569,2025/01/03,"-43,299.64",852714.12,,withdrawal,Web,True,true,pending,,Salary Deposit 119
Enterprise Document #4570,06/29/2025,7296.42,211604.17,,withdrawal,ATM,0,1,completed,high,
Standard Service #4571,09/03/2025,"-15,849.97","786,870.46",24.80,fee,Mobile App,False,,failed,low,Online Purchase 232
Enterprise Item #4572,13/03/2025,29836.39,823494.82,29.49,transfer,Web,NO,False,reversed,high,Bill Payment 66
Professional Document #4573,20250506,2739.23,119260.44,41.87,fee,POS,false,não,pending,low,ATM Withdrawal 115
Basic Asset #4574,05/15/2025,-22915.44,170882.60,26.42,payment,Mobile App,YES,false,failed,,Online Purchase 370
Advanced Record #4575,07/27/2025,"-21,357.22",578680.84,32.50,payment,Web,YES,False,reversed,high,Online Purchase 355
Custom Entry #4576,2026/01/19,"43,702.31",737223.09,,payment,Mobile App,False,false,completed,,ATM Withdrawal 17
Professional Service #4577,11/25/2025,"-24,756.16",765007.82,,payment,Mobile App,no,False,pending,medium,Online Purchase 363
Premium Record #4578,20250723,"45,359.09",413972.62,49.22,fee,POS,0,no,completed,medium,ATM Withdrawal 444
Premium Product #4579,04/24/2025,34270.85,"747,728.28",16.30,withdrawal,ATM,não,yes,reversed,low,
Custom Service #4580,2026-01-19,-34273.27,539340.07,19.46,withdrawal,Web,sim,yes,pending,low,ATM Withdrawal 943
Premium Item #4581,20250219,"13,507.53","503,113.57",40.78,payment,Mobile App,T,yes,pending,,
Premium Document #4582,12/19/2025,"30,229.31",737235.77,,transfer,Web,YES,Y,pending,,Online Purchase 865
Professional Service #4583,2025-03-19,"2,034.11",147254.39,4.06,transfer,Branch,yes,não,completed,medium,Salary Deposit 135
Advanced Service #4584,28/06/2025,19137.67,513547.88,,fee,ATM,True,0,completed,low,Bill Payment 301
Enterprise Item #4585,23/10/2025,-42452.66,133770.75,24.22,payment,Branch,Y,1,completed,low,ATM Withdrawal 107
Enterprise Record #4586,20250517,"22,507.54",635478.91,,transfer,POS,no,no,completed,medium,
Enterprise Service #4587,20250630,-9011.35,652184.48,11.91,payment,Branch,True,T,reversed,high,Online Purchase 265
Basic Item #4588,2025-03-24,-7996.93,"970,380.82",26.81,transfer,ATM,True,YES,completed,medium,Bill Payment 207
Professional Entry #4589,2026/01/17,3637.66,842250.57,,withdrawal,POS,True,F,reversed,high,Bill Payment 214
Advanced Record #4590,16/07/2025,29185.85,"30,577.69",21.83,fee,ATM,False,Y,failed,low,ATM Withdrawal 269
Basic Resource #4591,10/03/2025,"-45,530.52",551569.00,27.88,fee,Web,True,não,failed,low,Salary Deposit 14
Custom Record #4592,2025-02-12,"-28,415.87",935015.01,15.41,transfer,Mobile App,no,YES,pending,low,
Custom Item #4593,11/10/2025,"45,003.18","192,640.03",4.83,withdrawal,Web,False,True,failed,medium,
Basic Asset #4594,2025-12-28,-30336.29,469896.71,,payment,Mobile App,1,T,completed,low,Bill Payment 226
Professional Item #4595,2025/12/19,-30360.36,545720.32,,payment,POS,true,no,reversed,,
Enterprise Resource #4596,04/09/2025,-45534.21,246978.71,13.23,payment,Web,yes,F,pending,low,Online Purchase 743
Premium Service #4597,10/02/2026,"39,837.19","355,233.13",35.10,transfer,POS,False,no,pending,high,Bill Payment 915
Standard Service #4598,2025-06-16,27553.52,"206,898.20",33.38,transfer,POS,sim,True,reversed,high,
Premium Item #4599,20250405,"-4,630.78",615088.77,13.01,payment,Branch,False,sim,pending,,
Standard Item #4600,28/06/2025,3778.89,"877,300.45",19.98,payment,Branch,yes,NO,reversed,high,
Advanced Product #4601,25/01/2026,"24,585.24","45,551.17",21.38,fee,Web,True,yes,completed,low,ATM Withdrawal 767
Standard Entry #4602,07/03/2025,-47793.59,"566,418.43",2.31,fee,ATM,no,False,reversed,high,
Basic Asset #4603,07/01/2025,43038.54,940098.81,30.54,withdrawal,Mobile App,T,T,failed,low,Online Purchase 561
Advanced Asset #4604,2025-10-29,-25705.07,"1,457.54",,deposit,ATM,yes,true,pending,high,ATM Withdrawal 500
Basic Entry #4605,2025-03-16,2720.90,713550.27,35.91,transfer,Mobile App,não,T,reversed,,
Standard Asset #4606,2025/07/10,-3875.22,197041.85,42.68,transfer,Branch,NO,,failed,low,
Enterprise Document #4607,2025-11-22,8215.47,632715.46,27.76,withdrawal,Mobile App,no,True,completed,low,Bill Payment 487
Custom Entry #4608,2025/11/17,28324.24,35298.66,37.37,withdrawal,POS,não,NO,reversed,low,
Basic Resource #4609,06/06/2025,-48490.15,"685,851.16",,payment,POS,F,True,pending,high,
Standard Product #4610,22/03/2025,7581.36,"710,102.49",32.94,transfer,Mobile App,T,N,reversed,medium,
Professional Resource #4611,2025/09/10,17369.76,,22.03,payment,Mobile App,true,1,completed,low,Salary Deposit 63
Basic Record #4612,20260128,-21580.25,908716.53,,fee,Mobile App,F,NO,pending,low,Salary Deposit 497
Standard Service #4613,01/21/2025,-49470.85,"232,471.06",34.71,payment,Web,False,True,completed,low,
Professional Document #4614,20250116,26883.21,"314,469.66",9.16,transfer,Branch,False,1,completed,low,Bill Payment 527
Advanced Item #4615,2025-05-04,-10265.59,166042.61,,withdrawal,Mobile App,sim,F,completed,high,Bill Payment 599
Enterprise Item #4616,01/17/2025,-37672.45,98497.11,32.50,withdrawal,POS,YES,false,reversed,low,Online Purchase 147
Advanced Entry #4617,01/30/2026,"-13,432.44","949,181.21",,transfer,Mobile App,Y,N,pending,low,ATM Withdrawal 574
Basic Entry #4618,03/03/2025,"-43,233.45",724071.67,46.08,deposit,Mobile App,T,,completed,high,Bill Payment 181
Custom Record #4619,2025-09-17,"-33,101.87",964285.48,22.92,withdrawal,POS,YES,True,pending,medium,
Professional Resource #4620,20250801,"-24,425.63",51584.13,,fee,ATM,NO,T,reversed,low,
